drv_age1,vh_age,vh_cyl,vh_din,pol_bonus,vh_sale_begin,vh_sale_end,vh_value,vh_speed,claim_amount,made_claim
65,24,2996,147,0.55,27,23,52351,188,246.36,1
65,13,1753,75,0.5,15,14,12212,168,0.0,0
45,12,1753,101,0.5,13,11,19300,186,0.0,0
79,19,998,55,0.5,19,18,8217,150,0.0,0
49,15,1149,59,0.5,15,15,10215,151,0.0,0
68,14,1998,164,0.5,15,13,30250,230,0.0,0
65,13,1753,116,0.5,15,13,20320,196,0.0,0
63,7,1560,109,0.5,8,7,27000,180,938.04,1
78,14,1587,109,0.5,15,12,15050,197,0.0,0
37,10,2987,225,0.5,10,8,41100,246,0.0,0
89,6,1398,68,0.5,13,7,15050,158,0.0,0
63,13,2500,155,0.5,13,12,28030,219,0.0,0
84,12,2184,115,0.5,14,12,28150,165,0.0,0
59,7,1398,68,0.5,13,13,12900,158,0.0,0
54,13,1896,131,0.5,14,11,21310,205,0.0,0
53,10,1198,64,0.5,14,11,12020,162,383.39,1
66,14,1124,60,0.5,15,12,9700,164,0.0,0
41,11,1149,75,0.5,15,9,10500,170,0.0,0
41,9,1596,116,0.5,11,9,18650,190,0.0,0
70,16,1868,70,0.54,17,12,12750,161,0.0,0
63,12,1149,59,0.5,17,15,8522,151,0.0,0
63,13,1198,64,0.5,14,11,12020,162,0.0,0
66,11,1686,101,0.5,12,6,18120,178,0.0,0
48,7,1560,93,0.5,10,6,21150,163,0.0,0
44,13,1896,101,0.5,15,11,19800,188,0.0,0
70,23,2826,116,0.5,26,21,28310,150,0.0,0
61,13,1390,98,0.5,14,12,12450,186,0.0,0
39,9,2231,136,0.55,10,8,24700,195,0.0,0
61,6,1461,64,0.5,6,4,14650,162,0.0,0
58,32,602,29,0.5,45,34,3299,115,0.0,0
59,12,1149,75,0.5,15,9,11300,170,0.0,0
81,14,1997,90,0.5,16,12,20100,180,0.0,0
57,7,1248,75,0.5,10,8,12750,165,0.0,0
35,11,1598,101,0.5,12,11,13880,175,0.0,0
50,10,1997,94,0.5,12,8,22545,160,0.0,0
89,20,1237,55,0.5,22,20,8614,150,0.0,0
39,24,1595,55,0.51,30,21,11247,132,0.0,0
71,8,1461,106,0.5,9,8,25300,176,0.0,0
69,11,1753,90,0.5,13,7,18550,158,1308.0,1
66,18,1527,58,0.5,19,17,11587,158,0.0,0
84,14,1997,109,0.5,14,13,22000,192,0.0,0
64,33,1397,59,0.5,34,30,8492,151,0.0,0
58,16,2088,109,0.5,17,15,33448,175,0.0,0
66,8,1461,68,0.5,9,7,11790,150,0.0,0
34,6,1582,90,0.5,8,6,18680,172,25.2,1
66,25,1108,49,0.5,25,22,8294,145,0.0,0
45,7,1896,105,0.55,10,8,22590,192,373.71,1
45,17,1905,70,0.5,18,17,15474,142,0.0,0
68,10,2874,120,0.5,11,8,23322,151,0.0,0
64,15,2148,116,0.5,16,13,35993,199,0.0,0
34,21,1905,71,0.54,22,19,14773,162,0.0,0
43,14,1896,90,0.5,18,15,18508,180,0.0,0
64,10,2686,157,0.5,15,9,28047,160,0.0,0
62,10,2148,150,0.5,11,9,35800,218,0.0,0
45,14,2188,130,0.56,15,13,32800,183,0.0,0
46,5,1422,81,0.55,7,5,13560,170,636.7,1
49,18,1905,71,0.5,22,19,14773,162,961.15,1
64,32,1574,75,0.5,34,30,10488,154,0.0,0
48,14,1870,98,0.5,16,15,18432,186,0.0,0
68,20,1389,60,0.5,22,20,10962,145,0.0,0
60,5,1461,64,0.5,6,4,12249,162,0.0,0
32,19,1998,151,0.57,20,16,22929,215,0.0,0
58,18,1124,60,0.5,19,18,9772,165,0.0,0
62,6,2400,180,0.5,8,5,29750,225,0.0,0
44,9,1248,70,0.5,10,5,16690,155,195.34,1
36,20,954,51,0.5,23,22,8004,149,0.0,0
82,8,1299,70,0.5,13,9,11540,161,0.0,0
47,8,1461,106,0.5,9,8,20350,184,422.59,1
68,5,1461,86,0.5,5,5,18350,174,0.0,0
41,6,1398,68,0.64,6,6,13750,169,309.84,1
62,8,1398,68,0.5,13,5,18150,158,0.0,0
83,5,1560,90,0.5,6,5,20000,180,0.0,0
32,5,1422,81,0.56,7,6,15750,169,0.0,0
55,6,1149,75,0.5,6,5,7800,161,0.0,0
63,8,1560,109,0.5,11,9,19400,182,0.0,0
84,20,1390,81,0.5,22,19,15367,173,0.0,0
44,6,1248,75,0.54,9,8,14900,163,0.0,0
82,5,1124,60,0.7,6,5,11550,155,0.0,0
59,7,1461,85,0.5,8,7,12840,161,0.0,0
62,28,2068,60,0.5,34,26,13289,107,0.0,0
44,25,1588,60,0.5,26,23,12955,151,0.0,0
53,19,1118,49,0.5,23,19,9498,143,0.0,0
54,17,2946,195,0.5,17,15,36100,235,0.0,0
73,15,1390,75,0.67,17,15,11419,170,0.0,0
68,12,1461,66,0.5,14,12,13050,163,0.0,0
47,5,1598,87,0.58,7,4,8252,163,1326.97,1
48,8,2231,136,0.5,10,6,25900,195,0.0,0
57,18,1896,90,0.5,20,15,26633,160,0.0,0
47,11,1997,94,0.54,15,9,22306,160,0.0,0
59,23,970,44,0.5,27,23,8793,132,0.0,0
47,18,1242,75,0.5,20,17,10428,170,0.0,0
48,18,1753,90,0.5,19,17,18584,176,0.0,0
52,8,1461,106,0.5,10,9,21000,185,0.0,0
50,22,1905,93,0.5,22,18,18828,185,0.0,0
64,13,1689,96,0.5,14,13,20030,180,0.0,0
40,7,2494,120,0.5,9,5,19375,165,0.0,0
75,5,1461,106,0.5,6,5,25100,180,0.0,0
56,13,1149,59,0.5,17,15,8522,151,0.0,0
43,7,1368,155,0.5,7,6,19200,215,0.0,0
60,50,425,17,0.5,55,45,940,95,0.0,0
64,8,1997,136,0.5,11,10,25200,208,0.0,0
52,13,1997,109,0.5,14,12,23200,193,0.0,0
87,7,1149,59,0.5,8,6,10100,150,0.0,0
60,12,1598,108,0.5,15,10,19700,195,0.0,0
45,13,1493,82,0.5,14,13,15990,160,0.0,0
73,7,1598,111,0.62,9,7,15900,183,0.0,0
65,10,1360,75,0.5,12,10,11600,169,0.0,0
48,7,2993,245,0.5,7,5,49000,250,0.0,0
70,7,1390,75,0.5,7,6,7800,161,0.0,0
82,25,1769,60,0.5,32,22,11564,155,0.0,0
30,15,954,51,0.64,19,17,8980,149,0.0,0
89,11,1396,83,0.5,13,12,16000,160,0.0,0
61,5,1968,140,0.5,6,1,33942,172,0.0,0
73,21,999,45,0.5,23,21,6495,140,0.0,0
66,20,1171,60,0.5,23,19,10199,155,0.0,0
74,11,1398,93,0.5,13,13,14250,180,0.0,0
55,11,1149,59,0.5,15,9,10138,151,0.0,0
43,27,1397,68,0.5,28,25,10108,165,0.0,0
77,10,1896,105,0.63,10,8,21100,183,1308.0,1
70,5,1229,81,0.5,9,8,13900,168,0.0,0
49,8,1560,90,0.5,9,6,18750,182,0.0,0
45,22,1905,93,0.5,22,19,17029,180,0.0,0
51,16,1199,66,0.5,17,15,9902,163,0.0,0
41,16,1997,90,0.6,16,10,16200,180,0.0,0
79,20,1580,90,0.5,22,18,16450,175,0.0,0
75,6,998,68,0.5,10,6,8700,157,0.0,0
64,13,2664,125,0.5,17,15,25459,155,0.0,0
60,10,1149,59,0.5,15,9,10138,151,0.0,0
57,5,1364,90,0.5,6,2,23500,175,0.0,0
53,18,1332,75,0.5,19,18,9285,170,0.0,0
70,23,1597,97,0.5,24,22,15687,188,0.0,0
61,13,1910,101,0.5,14,12,16065,168,0.0,0
67,5,1398,68,0.5,9,8,16500,166,0.0,0
81,14,1598,108,0.5,16,15,15992,195,0.0,0
72,9,1870,125,0.5,10,9,24600,190,0.0,0
62,8,1149,59,0.5,15,9,10138,151,0.0,0
67,11,1398,68,0.51,13,7,15800,164,0.0,0
50,16,954,51,0.5,19,17,8980,149,0.0,0
61,11,1998,135,0.5,11,9,26000,195,147.97,1
60,12,1870,120,0.5,15,10,31050,200,641.4,1
80,10,1332,96,0.55,11,9,15330,180,0.0,0
67,6,1968,140,0.5,11,8,26040,197,0.0,0
51,23,4973,333,0.5,24,22,87659,250,1124.03,1
67,20,1351,90,0.5,22,20,11419,180,0.0,0
59,15,1299,60,0.5,16,13,9850,155,0.0,0
80,5,1560,90,0.5,5,4,17950,185,0.0,0
64,19,1870,64,0.5,20,19,12556,140,0.0,0
45,14,1796,125,0.5,15,11,21830,188,0.0,0
56,10,1461,86,0.5,10,9,15050,174,0.0,0
50,15,1761,112,0.5,17,15,14910,192,0.0,0
62,6,1242,60,0.5,7,5,13700,152,0.0,0
59,19,1598,101,0.5,20,15,17212,188,0.0,0
51,28,602,29,0.5,45,34,3299,115,0.0,0
60,7,1461,106,0.5,8,4,20600,170,0.0,0
85,12,1783,117,0.5,15,11,22050,203,1675.64,1
38,11,1596,101,0.5,17,11,18300,185,0.0,0
53,24,1298,64,0.5,24,23,13020,125,0.0,0
83,13,1390,98,0.5,14,12,13450,181,0.0,0
53,16,1781,226,0.5,16,10,37710,243,0.0,0
58,18,1905,70,0.5,18,17,15687,162,420.78,1
81,27,1588,71,0.5,31,24,14483,160,0.0,0
72,14,1753,70,0.5,19,18,12227,158,0.0,0
78,22,2370,78,0.73,25,19,24354,139,0.0,0
42,9,1699,116,0.5,11,6,21500,188,0.0,0
59,35,652,36,0.5,37,33,4845,124,0.0,0
54,32,1588,86,0.5,33,29,11503,170,0.0,0
42,13,1870,108,0.5,14,11,25250,190,0.0,0
63,14,2188,90,0.5,15,12,23920,137,580.76,1
63,8,1560,75,0.5,10,7,17701,150,0.0,0
58,16,1753,60,0.62,17,16,11343,158,0.0,0
48,13,1360,75,0.5,17,12,14300,170,0.0,0
48,5,1229,86,0.5,5,4,15190,172,0.0,0
61,15,1527,58,0.5,17,14,10748,158,0.0,0
53,11,1997,90,0.5,15,13,17400,180,0.0,0
35,10,1686,101,0.64,11,7,20850,181,0.0,0
53,7,1461,85,0.5,8,7,12390,161,0.0,0
54,5,1686,125,0.5,5,4,24450,195,0.0,0
39,9,1598,90,0.5,10,7,9490,175,0.0,0
37,12,1149,75,0.5,15,9,10500,170,0.0,0
57,5,1461,68,0.78,5,5,12999,146,969.85,1
52,10,1598,105,0.5,11,10,18140,186,0.0,0
56,9,1997,90,0.5,13,11,15727,163,0.0,0
58,7,1240,81,0.5,7,6,13300,167,0.0,0
76,27,1769,90,0.5,27,23,19255,180,0.0,0
54,13,1461,66,0.5,14,11,12678,163,0.0,0
52,7,1560,109,0.5,8,5,20550,193,0.0,0
58,6,2400,185,0.5,7,6,47500,200,815.83,1
67,17,1870,98,0.5,17,15,19804,173,0.0,0
61,15,1598,111,0.5,16,15,17517,185,0.0,0
43,12,2188,150,0.52,13,9,37650,188,0.0,0
68,10,1560,109,0.5,11,10,19750,192,0.0,0
58,10,1461,82,0.5,13,11,16600,170,500.57,1
47,9,1995,150,0.5,10,8,34500,212,0.0,0
74,15,1997,109,0.5,17,14,24392,191,0.0,0
44,33,602,33,0.5,47,32,4711,121,0.0,0
41,19,1896,90,0.5,22,19,21115,178,0.0,0
42,12,1997,90,0.5,16,10,16200,180,0.0,0
45,12,1686,75,0.51,13,12,17700,170,0.0,0
43,28,957,44,0.5,29,26,7173,137,0.0,0
75,19,1360,75,0.5,22,19,13904,165,0.0,0
82,13,1360,75,0.5,17,12,11950,170,0.0,0
79,12,1997,90,0.5,13,12,18000,180,0.0,0
72,16,1998,90,0.5,16,14,21343,180,0.0,0
81,8,1587,109,0.5,11,7,20100,194,0.0,0
70,24,954,45,0.5,29,22,8157,145,0.0,0
60,5,1560,109,0.73,7,5,22400,173,0.0,0
42,8,1560,90,0.5,10,10,17500,179,0.0,0
41,19,1905,70,0.5,20,18,17356,138,0.0,0
66,14,1390,60,0.5,16,15,9603,157,0.0,0
76,21,1870,66,0.5,25,19,12120,161,0.0,0
57,8,1910,120,0.5,10,10,24900,185,0.0,0
65,32,1647,67,0.5,33,29,10383,112,0.0,0
45,11,1461,66,0.5,14,12,13050,163,0.0,0
40,12,1299,70,0.8,13,9,11040,161,0.0,0
73,20,1488,51,0.5,22,20,10291,150,0.0,0
51,12,1398,68,0.57,12,10,14500,160,0.0,0
43,12,1461,66,0.7,14,12,13050,163,0.0,0
44,11,1870,120,0.85,12,10,24150,188,0.0,0
59,13,1781,150,0.5,17,14,26801,215,764.21,1
43,8,1910,150,0.5,11,10,25950,210,0.0,0
75,30,1108,32,0.5,33,30,6449,115,0.0,0
72,14,1896,111,0.5,17,15,19194,192,0.0,0
40,11,1240,81,0.5,12,7,11100,167,0.0,0
52,27,1769,60,0.5,31,17,12190,134,0.0,0
58,31,1295,66,0.5,33,30,7996,155,0.0,0
100,6,2400,206,0.5,6,4,49150,220,0.0,0
63,20,1699,82,0.5,22,21,22030,175,0.0,0
77,11,1461,101,0.5,12,10,19650,179,0.0,0
78,13,1149,75,0.5,15,9,11300,170,0.0,0
43,7,1910,120,0.5,11,8,22850,191,0.0,0
77,43,479,15,0.5,56,54,648,95,0.0,0
61,23,1896,62,0.5,25,19,22555,128,0.0,0
37,16,2446,86,0.85,21,13,21333,130,0.0,0
54,15,1870,81,0.5,16,14,13645,174,0.0,0
44,7,1398,68,0.5,13,5,18150,158,0.0,0
52,10,1560,90,0.5,11,7,18800,180,0.0,0
54,14,1868,70,0.5,17,13,13814,144,0.0,0
56,11,1868,70,0.5,13,8,14472,142,0.0,0
43,18,1598,75,0.5,23,22,12959,168,0.0,0
54,10,1149,75,0.5,11,10,12900,163,0.0,0
60,18,1598,90,0.5,19,15,16983,170,0.0,0
75,17,1493,115,0.5,17,14,16480,188,0.0,0
38,15,1199,66,0.5,17,15,9902,163,0.0,0
39,21,1699,68,0.5,21,17,13645,164,0.0,0
38,12,1360,75,0.5,17,12,11950,170,0.0,0
47,9,1598,90,0.68,10,7,9490,175,0.0,0
37,10,1461,82,0.55,12,11,17650,168,0.0,0
38,9,1896,105,0.5,12,8,22080,187,0.0,0
37,7,1560,109,0.5,11,10,20850,192,177.37,1
86,20,954,51,0.5,23,22,8004,149,0.0,0
45,14,1390,96,0.5,16,15,12562,186,0.0,0
46,12,1997,90,0.5,13,10,16750,160,0.0,0
68,12,1870,120,0.5,12,10,24150,188,0.0,0
82,14,1598,108,0.5,16,15,15992,195,961.15,1
62,17,1360,75,0.5,17,12,14300,170,0.0,0
30,8,1461,64,0.72,8,5,12650,164,0.0,0
56,5,1398,68,0.5,5,5,14700,165,3035.48,1
61,22,1237,55,0.5,22,20,8614,150,0.0,0
83,9,1390,98,0.5,10,9,15950,183,0.0,0
79,11,1149,75,0.5,15,9,11300,170,0.0,0
35,10,1598,113,0.5,12,10,19250,193,0.0,0
38,26,1781,112,0.5,33,24,18294,173,0.0,0
85,13,1997,90,0.5,14,11,18100,179,0.0,0
53,5,1349,75,0.5,6,1,14400,168,0.0,0
35,20,1296,55,0.5,21,19,9590,156,0.0,0
74,9,1991,109,0.5,11,4,23000,186,0.0,0
36,17,1870,66,0.5,19,18,11663,161,0.0,0
31,10,1364,75,0.51,14,10,12850,170,0.0,0
75,10,1749,116,0.5,14,10,21350,190,3022.88,1
59,15,1997,90,0.5,16,15,17227,180,150.0,1
55,9,1870,125,0.5,10,9,25750,203,0.0,0
52,12,1461,66,0.5,14,12,13050,163,0.0,0
29,6,1968,109,0.68,7,6,24310,194,0.0,0
35,10,1493,82,0.5,12,10,12600,170,0.0,0
52,9,1360,89,0.5,9,8,13900,180,0.0,0
78,6,1360,75,0.5,9,6,13400,170,0.0,0
73,21,1769,60,0.5,26,19,13599,134,0.0,0
60,31,1995,104,0.5,31,23,18622,182,0.0,0
44,9,2179,170,0.8,9,8,40500,224,624.76,1
72,13,1124,60,0.5,15,12,9300,164,0.0,0
59,25,1595,55,0.5,30,21,11247,132,0.0,0
84,10,1149,59,0.62,14,12,11250,160,336.55,1
85,7,1699,116,0.62,11,6,22600,188,0.0,0
70,11,1749,116,0.5,14,10,21350,190,0.0,0
70,12,2261,166,0.5,13,10,27800,214,0.0,0
71,5,1699,116,0.5,6,3,23050,188,0.0,0
82,5,998,68,0.5,5,5,12100,157,0.0,0
55,7,1560,90,0.5,9,8,15150,182,0.0,0
70,19,1896,90,0.5,19,14,23066,180,0.0,0
44,19,2982,125,0.5,22,21,25147,150,0.0,0
64,8,1339,83,0.55,8,6,18365,170,0.0,0
60,13,1997,109,0.5,14,11,20800,193,0.0,0
46,5,1560,90,0.5,7,4,19800,161,0.0,0
44,15,1998,140,0.5,16,14,20581,196,0.0,0
74,5,1399,68,0.5,5,5,16150,151,0.0,0
57,15,2151,125,0.5,17,15,27685,198,0.0,0
75,11,1796,125,0.5,11,10,20340,205,0.0,0
55,6,1349,75,0.5,6,1,14400,168,0.0,0
68,18,1905,93,0.5,23,18,17974,185,0.0,0
59,7,1560,90,0.5,11,11,16800,176,0.0,0
75,9,1242,60,0.5,11,5,13290,145,0.0,0
38,10,998,66,0.5,12,10,10450,155,664.45,1
80,16,1896,90,0.5,17,15,19651,176,0.0,0
57,10,1398,68,0.5,14,10,14500,168,0.0,0
81,8,1461,86,0.5,10,9,15050,174,0.0,0
71,10,1587,109,0.58,11,7,18950,194,0.0,0
58,12,1461,66,0.5,14,11,12678,163,0.0,0
43,12,2188,150,0.5,13,9,34850,188,0.0,0
49,8,1997,136,0.5,9,5,22340,210,0.0,0
46,12,1991,113,0.5,14,13,22850,166,0.0,0
37,23,1905,71,0.5,27,23,15535,165,0.0,0
81,15,1360,75,0.5,17,12,11950,170,0.0,0
55,7,1149,59,0.5,8,6,10100,150,0.0,0
56,11,1686,66,0.5,14,11,13276,147,0.0,0
50,6,2993,198,0.5,7,5,58100,233,0.0,0
46,13,1149,75,0.5,14,12,11250,170,0.0,0
37,8,1360,75,0.5,9,8,15100,170,0.0,0
49,8,1461,70,0.5,9,7,11100,162,0.0,0
52,12,1149,75,0.72,15,9,11300,170,0.0,0
35,14,1870,81,0.6,16,14,13645,174,0.0,0
63,11,1997,111,0.5,13,9,34850,174,0.0,0
75,10,1598,113,0.5,12,10,19250,193,0.0,0
69,10,1242,60,0.51,12,9,9745,155,0.0,0
45,18,2088,109,0.5,19,17,27136,190,0.0,0
54,10,1461,101,0.5,11,10,26300,172,0.0,0
77,8,1587,109,0.69,11,7,18950,194,0.0,0
56,14,1598,105,0.5,15,12,16750,185,0.0,0
42,18,2874,123,0.64,20,15,31862,134,0.0,0
75,16,1149,59,0.5,17,15,10962,160,0.0,0
55,21,1991,116,0.5,23,19,20871,200,340.74,1
40,7,1896,101,0.5,13,12,13480,190,0.0,0
76,34,2746,185,0.5,41,34,23783,200,0.0,0
49,12,1997,111,0.51,13,9,30600,174,0.0,0
57,19,2499,116,0.5,19,17,27380,166,0.0,0
55,19,1149,59,0.51,19,18,11556,160,0.0,0
73,20,1171,60,0.5,23,19,10199,155,0.0,0
45,16,1360,75,0.5,17,12,11950,170,0.0,0
67,27,1296,70,0.5,35,29,9125,157,0.0,0
81,10,1461,66,0.5,11,10,13550,163,0.0,0
86,7,1360,75,0.55,9,8,15100,170,4853.98,1
48,5,2497,204,0.5,6,3,39900,242,0.0,0
63,6,1560,90,0.5,7,4,19800,161,658.26,1
70,11,1997,136,0.5,15,10,20000,210,0.0,0
58,6,1995,150,0.5,8,1,30300,188,0.0,0
44,23,845,29,0.5,33,29,5603,115,0.0,0
37,8,1560,90,1.0,8,4,26432,145,1308.0,1
60,10,1461,71,0.5,12,10,15010,146,0.0,0
57,23,1108,51,0.5,23,21,9742,150,0.0,0
45,5,1598,157,0.5,6,1,32600,215,85.8,1
56,10,1598,112,0.5,11,9,15150,188,0.0,0
77,9,1298,87,0.5,10,6,13100,170,0.0,0
86,9,1587,109,1.06,14,12,20150,190,2616.0,1
73,6,1991,109,0.5,11,3,26000,186,0.0,0
54,16,1598,108,0.57,17,15,16770,195,0.0,0
80,18,1997,132,0.56,22,19,20962,200,773.98,1
62,7,1229,81,0.5,9,8,13900,168,0.0,0
56,15,1951,131,0.55,17,14,31862,207,0.0,0
42,9,1422,81,0.52,10,7,14410,176,0.0,0
68,11,1461,66,0.5,14,12,13050,163,0.0,0
65,15,1997,90,0.5,15,13,18850,180,0.0,0
70,10,1868,70,0.5,13,8,14352,142,0.0,0
88,16,1598,108,0.5,16,15,17136,195,0.0,0
68,10,1360,75,0.5,12,10,13300,150,0.0,0
49,9,1461,82,0.5,12,10,19950,165,0.0,0
43,8,1997,120,0.5,8,6,28250,160,1308.0,1
44,10,1149,59,0.5,14,12,11250,160,0.0,0
47,20,1905,93,0.5,22,19,18538,180,0.0,0
61,31,1108,32,0.5,33,30,6324,110,0.0,0
44,5,2231,150,0.5,6,4,28000,190,0.0,0
59,9,2987,191,0.5,10,6,52650,200,0.0,0
50,8,1461,68,0.5,10,9,13050,163,0.0,0
32,14,1997,90,0.5,14,11,18100,179,0.0,0
38,7,1560,90,0.5,11,7,18650,180,0.0,0
42,11,1870,120,0.5,11,10,25450,188,0.0,0
57,17,1984,116,0.5,20,17,26953,177,0.0,0
69,14,1149,59,0.5,17,15,8522,151,0.0,0
76,18,1905,70,0.5,19,16,14911,161,0.0,0
78,19,1905,93,0.5,20,18,20413,178,0.0,0
76,11,1997,90,0.5,16,10,20750,175,0.0,0
55,8,1560,109,0.5,8,5,20550,193,0.0,0
47,15,2799,116,0.56,17,14,24926,143,0.0,0
51,8,1968,140,0.5,9,6,39800,201,0.0,0
50,6,2400,164,0.5,8,6,40050,210,0.0,0
73,13,2184,115,0.52,15,12,20940,180,0.0,0
31,11,1896,105,0.51,12,8,21370,187,0.0,0
81,8,1997,140,0.5,10,8,29150,213,0.0,0
30,10,2497,135,0.51,11,9,26002,165,0.0,0
72,9,1248,75,0.5,9,6,17020,157,0.0,0
58,7,1461,106,0.68,8,4,20600,170,0.0,0
74,6,1461,106,0.5,8,7,24050,174,0.0,0
51,19,1699,68,0.59,21,17,13645,164,0.0,0
66,14,1870,81,0.5,15,14,14532,160,0.0,0
35,10,1598,112,0.5,11,9,16150,188,0.0,0
53,16,1343,66,0.5,16,15,10794,152,0.0,0
68,5,1896,105,0.58,8,5,23700,179,0.0,0
64,9,1560,90,0.5,10,10,17500,179,0.0,0
52,11,1364,75,0.5,14,10,12350,170,0.0,0
54,23,1108,48,0.5,31,20,7890,143,0.0,0
85,10,998,68,0.5,10,4,10300,157,0.0,0
80,7,1360,75,0.5,17,12,11950,170,0.0,0
46,8,2231,136,0.5,10,6,25900,195,0.0,0
57,14,1149,75,0.5,14,12,11950,170,0.0,0
57,15,1298,77,0.5,15,12,11290,155,0.0,0
64,29,1997,105,0.5,30,26,19743,185,0.0,0
35,8,1461,86,0.5,10,8,17450,174,0.0,0
57,23,1580,90,0.5,23,22,16160,175,0.0,0
44,10,1248,90,0.5,10,5,15950,175,331.79,1
61,15,1149,59,0.5,15,9,10138,151,0.0,0
64,7,998,68,0.5,10,4,10300,157,0.0,0
56,6,1461,86,0.5,7,5,11900,167,0.0,0
53,15,1896,90,0.5,16,15,14177,176,0.0,0
73,19,954,51,0.5,23,22,8004,149,0.0,0
66,17,1390,60,0.5,19,17,12303,157,0.0,0
41,27,1588,55,0.8,35,31,7806,140,0.0,0
66,7,1149,101,0.5,8,5,16700,183,0.0,0
33,6,1399,68,0.6,7,5,15630,162,0.0,0
65,33,3005,81,0.5,40,36,13480,148,0.0,0
39,5,998,68,0.5,5,3,11750,157,0.0,0
89,14,1149,59,0.5,17,15,8522,151,0.0,0
75,14,1973,147,0.5,16,14,23859,177,0.0,0
55,19,1896,90,0.5,21,17,20673,176,0.0,0
29,5,1461,68,0.57,6,4,12200,150,0.0,0
28,14,1149,59,0.72,15,9,10138,151,0.0,0
56,8,1997,136,0.5,9,5,22340,210,0.0,0
55,16,1149,59,0.5,16,15,11571,151,1308.0,1
69,17,1689,90,0.5,17,14,18584,175,0.0,0
40,6,1149,75,0.5,8,5,13250,173,0.0,0
61,7,1968,140,0.5,11,7,29360,207,0.0,0
70,10,1587,109,0.5,14,11,18350,190,0.0,0
55,23,1390,81,0.5,23,21,11510,175,0.0,0
94,28,1108,45,0.5,30,26,7669,128,404.6,1
42,7,1560,90,0.5,8,5,19250,182,0.0,0
65,5,1149,101,0.5,5,5,17250,183,0.0,0
56,7,1398,68,0.5,13,13,14520,168,0.0,0
82,8,1587,109,0.5,11,7,20100,194,0.0,0
63,6,1461,86,0.5,8,3,19900,159,0.0,0
58,19,2068,90,0.5,20,19,25993,177,1308.0,1
50,9,1461,106,0.5,10,9,20200,185,0.0,0
55,7,1560,90,0.5,9,6,18750,182,0.0,0
56,7,1560,109,0.5,8,7,21750,191,1244.21,1
52,6,1560,90,0.64,7,5,19375,160,0.0,0
37,8,1490,100,0.5,12,6,13790,165,0.0,0
49,20,1118,49,0.5,21,19,9894,143,0.0,0
70,15,2446,86,0.5,17,13,19874,132,0.0,0
60,13,698,62,0.5,14,13,13500,135,0.0,0
38,20,2446,86,0.5,20,13,23247,132,0.0,0
65,13,1870,81,0.5,15,14,14532,160,0.0,0
69,19,1896,64,0.5,19,17,13934,158,0.0,0
46,11,1364,75,0.68,14,10,13350,170,0.0,0
82,10,1390,98,0.5,13,10,16750,183,0.0,0
48,7,1995,150,0.5,7,5,28850,180,0.0,0
68,5,1461,86,0.5,8,5,18600,174,0.0,0
47,8,1870,131,0.5,11,8,25740,190,0.0,0
52,10,2902,145,0.5,13,9,27490,182,0.0,0
45,9,1398,68,0.5,12,9,13300,166,0.0,0
48,8,1149,59,0.5,8,8,10850,151,0.0,0
84,13,1199,75,0.5,15,12,13250,170,0.0,0
63,24,970,44,0.5,27,23,8793,132,0.0,0
43,17,1149,59,0.5,17,15,10962,160,0.0,0
63,25,1781,90,0.5,32,28,13896,168,0.0,0
24,6,1242,70,0.76,7,5,9340,159,0.0,0
69,12,1910,63,0.5,14,13,13036,141,0.0,0
57,26,1905,71,0.5,27,23,15535,165,0.0,0
31,14,1124,60,0.57,15,12,9300,164,0.0,0
68,6,1968,111,0.5,6,6,23660,189,194.86,1
76,5,1398,68,0.5,6,5,16700,166,0.0,0
54,9,1149,59,0.5,15,9,10138,151,0.0,0
67,28,1905,66,0.5,32,28,13660,157,0.0,0
81,9,2148,150,0.58,13,9,39800,217,0.0,0
43,12,1968,140,0.5,12,6,25960,207,0.0,0
46,9,1560,109,0.5,10,10,23600,183,0.0,0
43,9,1497,78,0.8,11,7,29450,170,0.0,0
49,7,1461,68,0.65,10,9,15050,162,0.0,0
61,7,1910,120,0.5,10,8,21600,195,0.0,0
78,16,1149,59,0.5,17,15,8522,151,0.0,0
60,12,1997,90,0.52,16,10,16200,180,0.0,0
64,9,1150,73,0.5,10,7,10300,157,0.0,0
68,12,1124,60,0.5,15,12,9300,164,0.0,0
46,16,1870,64,0.5,18,14,13073,145,104.05,1
57,16,1761,111,0.5,20,18,18386,192,0.0,0
52,8,1968,140,0.58,9,8,29020,198,63.16,1
52,19,1149,59,0.5,19,18,11556,160,0.0,0
74,13,1870,102,0.5,15,14,20124,174,0.0,0
67,8,1299,70,0.5,12,11,12500,161,0.0,0
70,26,954,45,0.5,28,22,8484,143,0.0,0
85,8,1560,90,0.5,11,11,16800,176,0.0,0
59,19,2068,90,0.5,19,18,27274,177,0.0,0
66,19,1124,60,0.5,19,18,9772,165,0.0,0
65,17,1905,68,0.5,18,17,14773,162,0.0,0
73,22,1587,115,0.5,23,21,16686,180,0.0,0
46,10,3199,218,0.5,11,7,34700,250,0.0,0
54,11,1461,66,0.5,14,11,12678,163,0.0,0
70,25,2498,74,0.5,28,24,19948,115,0.0,0
47,6,1968,140,0.5,7,5,33380,182,0.0,0
70,6,1398,68,0.5,13,5,18150,158,0.0,0
51,20,1296,55,0.5,21,19,9590,156,0.0,0
49,7,1149,59,0.5,8,6,10100,150,0.0,0
43,13,1391,75,0.5,17,11,15280,171,0.0,0
